x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315
8.0,9.0,10.0,10.0,9.0,10.0,11.0,12.0,13.0,14.0,0.0,17.0,11.0,13.0,15.0,16.0,13.0,19.0,20.0,17.0,14.0,17.0,18.0,14.0,2.0,13.0,18.0,12.0,20.0,17.0,15.0,19.0,17.0,21.0,18.0,18.0,5.0,17.0,15.0,17.0,17.0,8.0,3.0,16.0,20.0,7.0,21.0,18.0,18.0,21.0,16.0,17.0,20.0,21.0,20.0,18.0,18.0,19.0,6.0,21.0,22.0,19.0,20.0,20.0,23.0,4.0,25.0,19.0,25.0,18.0,22.0,19.0,20.0,6.0,24.0,22.0,8.0,20.0,23.0,22.0,19.0,20.0,6.0,7.0,17.0,22.0,22.0,6.0,11.0,10.0,24.0,10.0,5.0,27.0,24.0,13.0,25.0,24.0,14.0,6.0,28.0,8.0,9.0,19.0,27.0,7.0,10.0,23.0,8.0,27.0,23.0,23.0,12.0,33.0,34.0,26.0,22.0,21.0,34.0,9.0,11.0,24.0,24.0,23.0,15.0,36.0,13.0,27.0,11.0,12.0,26.0,24.0,32.0,21.0,29.0,27.0,12.0,25.0,10.0,11.0,35.0,32.0,7.0,28.0,24.0,25.0,19.0,26.0,29.0,12.0,10.0,13.0,20.0,27.0,29.0,11.0,32.0,30.0,16.0,27.0,32.0,26.0,27.0,28.0,11.0,28.0,26.0,35.0,28.0,33.0,26.0,12.0,31.0,30.0,28.0,35.0,31.0,27.0,29.0,38.0,34.0,30.0,30.0,33.0,27.0,34.0,31.0,34.0,38.0,34.0,28.0,27.0,32.0,33.0,27.0,34.0,37.0,28.0,31.0,10.0,31.0,35.0,36.0,30.0,20.0,36.0,36.0,39.0,21.0,31.0,30.0,25.0,39.0,33.0,19.0,33.0,17.0,30.0,41.0,40.0,38.0,24.0,31.0,15.0,27.0,29.0,23.0,36.0,26.0,31.0,17.0,37.0,31.0,20.0,19.0,30.0,38.0,16.0,35.0,29.0,33.0,19.0,28.0,36.0,26.0,34.0,33.0,33.0,30.0,40.0,41.0,27.0,37.0,35.0,38.0,36.0,39.0,37.0,39.0,36.0,43.0,25.0,35.0,35.0,32.0,32.0,33.0,30.0,42.0,32.0,35.0,39.0,22.0,38.0,39.0,41.0,28.0,46.0,31.0,42.0,38.0,38.0,19.0,25.0,46.0,38.0,35.0,35.0,49.0,37.0,30.0,38.0,38.0,38.0,33.0,37.0,37.0,31.0,32.0,37.0,40.0,36.0,27.0,29.0,25.0,38.0,31.0,37.0,31.0,28.0,21.0,37.0,31.0,39.0,46.0
9.0,10.0,10.0,11.0,10.0,10.0,11.0,13.0,14.0,15.0,17.0,0.0,12.0,14.0,15.0,16.0,14.0,20.0,21.0,18.0,15.0,18.0,19.0,15.0,15.0,14.0,19.0,14.0,7.0,18.0,10.0,20.0,17.0,22.0,19.0,19.0,18.0,12.0,15.0,18.0,4.0,25.0,20.0,11.0,21.0,24.0,22.0,6.0,19.0,16.0,17.0,18.0,21.0,20.0,21.0,19.0,19.0,20.0,22.0,22.0,23.0,19.0,21.0,22.0,24.0,21.0,26.0,20.0,26.0,18.0,23.0,20.0,21.0,23.0,25.0,23.0,24.0,21.0,24.0,23.0,20.0,7.0,22.0,24.0,18.0,23.0,23.0,23.0,28.0,27.0,25.0,27.0,22.0,28.0,25.0,30.0,20.0,25.0,31.0,22.0,29.0,24.0,25.0,14.0,28.0,23.0,26.0,9.0,24.0,28.0,18.0,24.0,28.0,33.0,34.0,27.0,23.0,22.0,34.0,25.0,27.0,26.0,25.0,24.0,32.0,36.0,30.0,28.0,27.0,28.0,12.0,25.0,33.0,22.0,30.0,14.0,29.0,20.0,27.0,27.0,35.0,33.0,24.0,15.0,19.0,20.0,36.0,27.0,30.0,28.0,26.0,29.0,37.0,28.0,30.0,28.0,34.0,31.0,33.0,27.0,32.0,27.0,28.0,29.0,27.0,29.0,26.0,36.0,23.0,34.0,27.0,28.0,32.0,31.0,22.0,36.0,32.0,28.0,29.0,39.0,35.0,17.0,31.0,28.0,28.0,36.0,32.0,29.0,39.0,34.0,28.0,14.0,19.0,20.0,22.0,29.0,32.0,15.0,26.0,26.0,26.0,34.0,38.0,17.0,37.0,37.0,38.0,39.0,38.0,18.0,26.0,26.0,40.0,28.0,34.0,35.0,34.0,17.0,42.0,39.0,39.0,41.0,32.0,31.0,28.0,30.0,40.0,38.0,27.0,32.0,33.0,32.0,27.0,37.0,35.0,24.0,39.0,33.0,35.0,30.0,34.0,35.0,15.0,35.0,43.0,34.0,35.0,35.0,17.0,41.0,42.0,15.0,38.0,36.0,39.0,38.0,40.0,38.0,40.0,31.0,42.0,39.0,36.0,31.0,33.0,34.0,49.0,18.0,42.0,49.0,30.0,34.0,39.0,39.0,40.0,42.0,44.0,45.0,48.0,43.0,33.0,40.0,36.0,42.0,47.0,39.0,36.0,50.0,49.0,39.0,47.0,39.0,38.0,25.0,33.0,38.0,37.0,32.0,49.0,38.0,42.0,30.0,43.0,16.0,42.0,39.0,32.0,51.0,26.0,15.0,38.0,38.0,26.0,40.0,49.0
3.0,4.0,5.0,5.0,4.0,5.0,6.0,7.0,8.0,8.0,11.0,12.0,0.0,8.0,10.0,11.0,8.0,14.0,15.0,12.0,9.0,12.0,13.0,9.0,9.0,8.0,13.0,8.0,15.0,12.0,10.0,14.0,12.0,16.0,13.0,13.0,12.0,12.0,10.0,12.0,12.0,19.0,14.0,11.0,15.0,18.0,16.0,14.0,13.0,16.0,11.0,12.0,15.0,16.0,15.0,13.0,13.0,14.0,17.0,16.0,17.0,14.0,15.0,16.0,18.0,15.0,20.0,14.0,20.0,13.0,17.0,14.0,15.0,17.0,19.0,17.0,19.0,15.0,18.0,17.0,14.0,15.0,17.0,18.0,12.0,17.0,17.0,17.0,22.0,21.0,19.0,21.0,16.0,22.0,19.0,24.0,20.0,19.0,25.0,16.0,23.0,19.0,20.0,14.0,22.0,18.0,21.0,18.0,19.0,22.0,18.0,18.0,23.0,28.0,29.0,21.0,17.0,16.0,29.0,20.0,22.0,20.0,19.0,18.0,26.0,30.0,24.0,22.0,22.0,23.0,21.0,19.0,26.0,16.0,24.0,22.0,23.0,20.0,21.0,22.0,30.0,27.0,18.0,23.0,19.0,20.0,30.0,21.0,24.0,23.0,21.0,24.0,31.0,22.0,24.0,22.0,28.0,25.0,27.0,21.0,27.0,21.0,22.0,23.0,21.0,22.0,21.0,30.0,23.0,28.0,21.0,23.0,26.0,24.0,23.0,30.0,26.0,22.0,24.0,33.0,29.0,25.0,24.0,28.0,22.0,30.0,26.0,29.0,33.0,29.0,23.0,22.0,27.0,28.0,22.0,29.0,32.0,23.0,26.0,21.0,26.0,30.0,32.0,25.0,31.0,31.0,32.0,33.0,32.0,26.0,26.0,21.0,34.0,28.0,29.0,29.0,28.0,25.0,36.0,35.0,33.0,34.0,25.0,26.0,23.0,24.0,34.0,32.0,21.0,26.0,28.0,32.0,27.0,31.0,30.0,24.0,33.0,27.0,30.0,24.0,27.0,30.0,23.0,31.0,37.0,29.0,29.0,29.0,25.0,35.0,36.0,23.0,32.0,30.0,33.0,32.0,34.0,32.0,33.0,31.0,38.0,34.0,30.0,31.0,27.0,28.0,44.0,26.0,37.0,42.0,30.0,34.0,33.0,33.0,34.0,35.0,38.0,41.0,42.0,37.0,33.0,34.0,30.0,36.0,41.0,33.0,29.0,44.0,43.0,33.0,41.0,33.0,33.0,33.0,28.0,32.0,32.0,26.0,43.0,32.0,36.0,30.0,37.0,24.0,36.0,33.0,26.0,46.0,26.0,23.0,32.0,32.0,26.0,34.0,43.0
5.0,6.0,7.0,7.0,6.0,7.0,8.0,9.0,2.0,11.0,13.0,14.0,8.0,0.0,12.0,13.0,10.0,16.0,17.0,14.0,11.0,14.0,15.0,11.0,11.0,10.0,15.0,10.0,17.0,14.0,12.0,16.0,14.0,17.0,15.0,15.0,14.0,14.0,6.0,8.0,14.0,21.0,16.0,13.0,17.0,20.0,17.0,16.0,15.0,18.0,7.0,8.0,11.0,18.0,17.0,15.0,9.0,10.0,19.0,17.0,19.0,16.0,11.0,12.0,19.0,17.0,22.0,16.0,22.0,15.0,19.0,16.0,11.0,19.0,21.0,19.0,21.0,17.0,20.0,18.0,10.0,17.0,19.0,20.0,4.0,18.0,19.0,19.0,24.0,23.0,15.0,23.0,18.0,24.0,20.0,26.0,22.0,20.0,27.0,18.0,19.0,21.0,22.0,16.0,24.0,20.0,23.0,19.0,21.0,18.0,20.0,20.0,25.0,30.0,31.0,23.0,13.0,18.0,31.0,22.0,24.0,22.0,21.0,14.0,28.0,33.0,26.0,24.0,24.0,25.0,22.0,11.0,29.0,18.0,26.0,23.0,25.0,22.0,23.0,24.0,32.0,29.0,20.0,24.0,21.0,22.0,32.0,23.0,26.0,25.0,23.0,26.0,33.0,23.0,26.0,24.0,24.0,27.0,29.0,24.0,29.0,13.0,24.0,25.0,23.0,25.0,23.0,26.0,25.0,24.0,13.0,25.0,28.0,27.0,25.0,31.0,28.0,14.0,25.0,34.0,25.0,27.0,27.0,30.0,14.0,26.0,28.0,31.0,34.0,31.0,24.0,23.0,29.0,30.0,24.0,31.0,34.0,24.0,28.0,23.0,28.0,32.0,28.0,27.0,33.0,33.0,28.0,36.0,34.0,28.0,28.0,23.0,36.0,30.0,31.0,25.0,30.0,26.0,38.0,37.0,34.0,37.0,28.0,28.0,25.0,26.0,36.0,28.0,17.0,28.0,30.0,34.0,29.0,33.0,32.0,27.0,29.0,29.0,32.0,26.0,30.0,31.0,24.0,33.0,39.0,31.0,31.0,31.0,26.0,31.0,38.0,24.0,24.0,32.0,29.0,34.0,30.0,34.0,36.0,33.0,40.0,36.0,32.0,33.0,28.0,30.0,46.0,27.0,39.0,45.0,32.0,36.0,35.0,35.0,30.0,38.0,39.0,43.0,44.0,33.0,35.0,36.0,32.0,38.0,37.0,29.0,32.0,46.0,46.0,29.0,43.0,34.0,35.0,35.0,30.0,34.0,34.0,28.0,45.0,34.0,38.0,32.0,39.0,25.0,38.0,35.0,27.0,48.0,28.0,24.0,34.0,34.0,28.0,29.0,39.0
7.0,8.0,9.0,9.0,8.0,9.0,10.0,11.0,12.0,12.0,15.0,15.0,10.0,12.0,0.0,1.0,11.0,18.0,19.0,16.0,12.0,16.0,17.0,13.0,13.0,12.0,17.0,12.0,18.0,16.0,13.0,18.0,4.0,20.0,17.0,17.0,16.0,15.0,14.0,16.0,15.0,23.0,18.0,14.0,18.0,22.0,20.0,17.0,17.0,19.0,15.0,16.0,19.0,9.0,19.0,17.0,17.0,18.0,21.0,20.0,21.0,6.0,19.0,20.0,22.0,19.0,24.0,18.0,24.0,5.0,21.0,18.0,19.0,21.0,23.0,21.0,23.0,18.0,22.0,21.0,18.0,18.0,21.0,22.0,16.0,21.0,21.0,21.0,26.0,25.0,23.0,25.0,20.0,25.0,23.0,26.0,23.0,23.0,27.0,20.0,27.0,23.0,24.0,17.0,26.0,22.0,25.0,21.0,23.0,26.0,21.0,22.0,27.0,32.0,33.0,25.0,21.0,20.0,33.0,24.0,26.0,24.0,23.0,22.0,30.0,35.0,28.0,26.0,26.0,27.0,24.0,23.0,31.0,20.0,27.0,25.0,27.0,23.0,25.0,26.0,34.0,30.0,22.0,26.0,22.0,23.0,32.0,25.0,28.0,26.0,25.0,28.0,33.0,26.0,28.0,26.0,32.0,28.0,31.0,26.0,31.0,25.0,25.0,27.0,25.0,27.0,13.0,34.0,26.0,32.0,25.0,27.0,30.0,29.0,26.0,34.0,30.0,26.0,28.0,37.0,33.0,28.0,29.0,31.0,26.0,34.0,29.0,32.0,37.0,32.0,27.0,24.0,30.0,31.0,25.0,32.0,35.0,25.0,29.0,25.0,29.0,34.0,36.0,28.0,33.0,34.0,36.0,38.0,34.0,29.0,29.0,13.0,37.0,31.0,33.0,33.0,32.0,28.0,40.0,39.0,37.0,37.0,30.0,29.0,15.0,27.0,36.0,36.0,24.0,30.0,32.0,35.0,30.0,35.0,33.0,28.0,37.0,31.0,34.0,28.0,32.0,34.0,26.0,34.0,39.0,33.0,33.0,33.0,27.0,39.0,39.0,26.0,36.0,33.0,37.0,36.0,38.0,36.0,38.0,33.0,42.0,37.0,33.0,34.0,31.0,32.0,46.0,29.0,40.0,45.0,32.0,37.0,37.0,36.0,38.0,40.0,40.0,45.0,44.0,41.0,36.0,38.0,34.0,40.0,45.0,37.0,34.0,46.0,47.0,37.0,43.0,37.0,36.0,36.0,32.0,35.0,36.0,30.0,45.0,36.0,40.0,34.0,41.0,27.0,40.0,36.0,30.0,48.0,29.0,26.0,36.0,35.0,29.0,38.0,47.0
8.0,9.0,10.0,10.0,9.0,10.0,11.0,12.0,13.0,13.0,16.0,16.0,11.0,13.0,1.0,0.0,12.0,19.0,20.0,17.0,13.0,17.0,18.0,14.0,14.0,13.0,18.0,13.0,19.0,17.0,14.0,19.0,5.0,21.0,18.0,18.0,17.0,16.0,15.0,17.0,16.0,24.0,19.0,15.0,19.0,23.0,21.0,18.0,18.0,20.0,16.0,17.0,20.0,10.0,20.0,18.0,18.0,19.0,22.0,21.0,22.0,7.0,20.0,21.0,23.0,20.0,25.0,19.0,25.0,6.0,22.0,19.0,20.0,22.0,24.0,22.0,24.0,19.0,23.0,22.0,19.0,19.0,22.0,23.0,17.0,22.0,22.0,22.0,27.0,26.0,24.0,26.0,21.0,26.0,24.0,27.0,24.0,24.0,28.0,21.0,28.0,24.0,25.0,18.0,27.0,23.0,26.0,22.0,24.0,27.0,22.0,23.0,28.0,33.0,34.0,26.0,22.0,21.0,34.0,25.0,27.0,25.0,24.0,23.0,31.0,36.0,29.0,27.0,27.0,28.0,25.0,24.0,32.0,21.0,28.0,26.0,28.0,24.0,26.0,27.0,35.0,31.0,23.0,27.0,23.0,24.0,33.0,26.0,29.0,27.0,26.0,29.0,34.0,27.0,29.0,27.0,33.0,29.0,32.0,27.0,32.0,26.0,26.0,28.0,26.0,28.0,14.0,35.0,27.0,33.0,25.0,28.0,31.0,30.0,27.0,35.0,31.0,27.0,29.0,38.0,34.0,29.0,30.0,32.0,27.0,35.0,30.0,33.0,38.0,33.0,28.0,25.0,31.0,32.0,26.0,33.0,36.0,26.0,30.0,26.0,30.0,35.0,37.0,29.0,34.0,35.0,37.0,39.0,35.0,30.0,30.0,14.0,38.0,32.0,34.0,34.0,33.0,29.0,41.0,40.0,38.0,38.0,31.0,30.0,16.0,28.0,37.0,37.0,25.0,31.0,33.0,36.0,31.0,36.0,34.0,29.0,38.0,32.0,35.0,29.0,33.0,35.0,27.0,35.0,40.0,34.0,34.0,34.0,28.0,40.0,40.0,27.0,37.0,34.0,38.0,37.0,39.0,37.0,39.0,34.0,43.0,38.0,34.0,35.0,32.0,33.0,47.0,30.0,41.0,46.0,33.0,38.0,38.0,37.0,39.0,41.0,41.0,46.0,45.0,42.0,37.0,39.0,35.0,41.0,46.0,38.0,35.0,47.0,48.0,38.0,44.0,38.0,37.0,37.0,33.0,36.0,37.0,31.0,46.0,37.0,41.0,35.0,42.0,28.0,41.0,37.0,31.0,49.0,30.0,27.0,37.0,36.0,30.0,39.0,48.0
5.0,6.0,7.0,7.0,6.0,7.0,8.0,9.0,10.0,11.0,13.0,14.0,8.0,10.0,11.0,12.0,0.0,16.0,17.0,14.0,3.0,14.0,15.0,11.0,11.0,10.0,15.0,10.0,17.0,14.0,12.0,16.0,13.0,18.0,15.0,15.0,14.0,14.0,12.0,14.0,14.0,21.0,16.0,13.0,17.0,20.0,18.0,16.0,15.0,18.0,13.0,14.0,17.0,17.0,17.0,15.0,15.0,16.0,19.0,18.0,19.0,15.0,17.0,18.0,19.0,17.0,22.0,16.0,22.0,14.0,19.0,16.0,17.0,19.0,20.0,19.0,21.0,16.0,20.0,19.0,16.0,17.0,19.0,20.0,14.0,19.0,19.0,19.0,24.0,23.0,21.0,23.0,18.0,23.0,21.0,26.0,22.0,21.0,27.0,18.0,25.0,21.0,22.0,16.0,24.0,20.0,23.0,20.0,21.0,24.0,20.0,20.0,25.0,30.0,31.0,23.0,19.0,18.0,31.0,22.0,24.0,22.0,21.0,20.0,28.0,33.0,26.0,23.0,24.0,25.0,23.0,21.0,29.0,18.0,26.0,24.0,24.0,22.0,23.0,24.0,32.0,29.0,20.0,25.0,21.0,22.0,32.0,23.0,26.0,24.0,23.0,26.0,33.0,24.0,26.0,24.0,30.0,27.0,29.0,24.0,29.0,22.0,24.0,25.0,23.0,25.0,21.0,32.0,25.0,30.0,22.0,25.0,28.0,27.0,25.0,32.0,28.0,24.0,26.0,35.0,31.0,27.0,27.0,30.0,23.0,32.0,28.0,31.0,35.0,31.0,25.0,24.0,29.0,30.0,24.0,30.0,34.0,25.0,28.0,23.0,28.0,32.0,34.0,27.0,33.0,33.0,34.0,36.0,34.0,28.0,28.0,21.0,35.0,30.0,31.0,31.0,30.0,27.0,38.0,37.0,35.0,37.0,28.0,27.0,23.0,26.0,36.0,34.0,23.0,28.0,30.0,34.0,29.0,33.0,31.0,27.0,35.0,29.0,32.0,26.0,30.0,32.0,25.0,33.0,39.0,31.0,31.0,31.0,27.0,37.0,38.0,25.0,34.0,31.0,35.0,34.0,36.0,34.0,36.0,32.0,40.0,36.0,31.0,33.0,29.0,30.0,46.0,28.0,39.0,45.0,32.0,36.0,35.0,34.0,36.0,38.0,40.0,43.0,44.0,39.0,35.0,36.0,31.0,38.0,43.0,35.0,32.0,46.0,45.0,35.0,43.0,35.0,35.0,35.0,30.0,34.0,34.0,28.0,45.0,34.0,38.0,33.0,39.0,26.0,38.0,35.0,27.0,48.0,28.0,25.0,33.0,34.0,28.0,36.0,45.0
11.0,12.0,13.0,9.0,12.0,13.0,14.0,15.0,16.0,17.0,19.0,20.0,14.0,16.0,18.0,19.0,16.0,0.0,1.0,19.0,17.0,4.0,5.0,17.0,17.0,16.0,5.0,16.0,23.0,4.0,18.0,22.0,20.0,24.0,5.0,5.0,20.0,20.0,18.0,20.0,20.0,27.0,21.0,19.0,7.0,26.0,24.0,22.0,21.0,24.0,19.0,20.0,23.0,24.0,23.0,5.0,21.0,22.0,25.0,8.0,25.0,22.0,23.0,24.0,10.0,22.0,12.0,22.0,28.0,21.0,24.0,21.0,23.0,25.0,27.0,9.0,27.0,7.0,25.0,9.0,22.0,23.0,24.0,26.0,20.0,9.0,10.0,25.0,27.0,29.0,27.0,29.0,24.0,29.0,11.0,32.0,28.0,11.0,33.0,23.0,31.0,27.0,28.0,22.0,14.0,26.0,29.0,26.0,27.0,30.0,26.0,10.0,31.0,36.0,37.0,29.0,25.0,24.0,37.0,28.0,30.0,12.0,11.0,26.0,34.0,38.0,29.0,14.0,30.0,31.0,29.0,26.0,35.0,8.0,16.0,30.0,30.0,28.0,29.0,29.0,37.0,34.0,25.0,29.0,27.0,28.0,38.0,13.0,31.0,31.0,29.0,32.0,39.0,14.0,31.0,30.0,36.0,17.0,34.0,30.0,35.0,28.0,20.0,21.0,27.0,30.0,29.0,38.0,30.0,36.0,28.0,31.0,34.0,32.0,31.0,21.0,34.0,29.0,16.0,24.0,37.0,33.0,32.0,36.0,29.0,38.0,24.0,37.0,24.0,36.0,15.0,30.0,35.0,36.0,30.0,37.0,39.0,31.0,32.0,29.0,33.0,37.0,40.0,33.0,39.0,38.0,40.0,41.0,40.0,34.0,33.0,28.0,26.0,34.0,37.0,36.0,35.0,33.0,43.0,42.0,24.0,43.0,34.0,34.0,30.0,22.0,42.0,40.0,29.0,18.0,35.0,40.0,34.0,36.0,37.0,33.0,41.0,34.0,37.0,17.0,36.0,38.0,30.0,38.0,45.0,36.0,22.0,22.0,33.0,43.0,42.0,30.0,39.0,22.0,41.0,23.0,42.0,39.0,41.0,39.0,45.0,41.0,22.0,38.0,19.0,21.0,51.0,33.0,44.0,50.0,37.0,42.0,38.0,26.0,42.0,43.0,45.0,47.0,50.0,45.0,41.0,25.0,37.0,44.0,49.0,41.0,38.0,52.0,51.0,41.0,49.0,24.0,40.0,41.0,35.0,24.0,39.0,19.0,50.0,25.0,27.0,39.0,42.0,31.0,41.0,40.0,18.0,54.0,34.0,30.0,39.0,24.0,34.0,42.0,51.0
12.0,13.0,14.0,10.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,15.0,17.0,19.0,20.0,17.0,1.0,0.0,20.0,18.0,5.0,6.0,18.0,18.0,17.0,6.0,17.0,24.0,5.0,19.0,23.0,21.0,25.0,6.0,6.0,21.0,21.0,19.0,21.0,21.0,28.0,22.0,20.0,8.0,27.0,25.0,23.0,22.0,25.0,20.0,21.0,24.0,25.0,24.0,6.0,22.0,23.0,26.0,9.0,26.0,23.0,24.0,25.0,11.0,23.0,13.0,23.0,29.0,22.0,25.0,22.0,24.0,26.0,28.0,10.0,28.0,8.0,26.0,10.0,23.0,24.0,25.0,27.0,21.0,10.0,11.0,26.0,28.0,30.0,28.0,30.0,25.0,30.0,12.0,33.0,29.0,12.0,34.0,24.0,32.0,28.0,29.0,23.0,15.0,27.0,30.0,27.0,28.0,31.0,27.0,11.0,32.0,37.0,38.0,30.0,26.0,25.0,38.0,29.0,31.0,13.0,12.0,27.0,35.0,39.0,30.0,15.0,31.0,32.0,30.0,27.0,36.0,9.0,17.0,31.0,31.0,29.0,30.0,30.0,38.0,35.0,26.0,30.0,28.0,29.0,39.0,14.0,32.0,32.0,30.0,33.0,40.0,15.0,32.0,31.0,37.0,18.0,35.0,31.0,36.0,29.0,21.0,22.0,28.0,31.0,30.0,39.0,31.0,37.0,29.0,32.0,35.0,33.0,32.0,22.0,35.0,30.0,17.0,25.0,38.0,34.0,33.0,37.0,30.0,39.0,25.0,38.0,25.0,37.0,16.0,31.0,36.0,37.0,31.0,38.0,40.0,32.0,33.0,30.0,34.0,38.0,41.0,34.0,40.0,39.0,41.0,42.0,41.0,35.0,34.0,29.0,27.0,35.0,38.0,37.0,36.0,34.0,44.0,43.0,25.0,44.0,35.0,35.0,31.0,23.0,43.0,41.0,30.0,19.0,36.0,41.0,35.0,37.0,38.0,34.0,42.0,35.0,38.0,18.0,37.0,39.0,31.0,39.0,46.0,37.0,23.0,23.0,34.0,44.0,43.0,31.0,40.0,23.0,42.0,24.0,43.0,40.0,42.0,40.0,46.0,42.0,23.0,39.0,20.0,22.0,52.0,34.0,45.0,51.0,38.0,43.0,39.0,27.0,43.0,44.0,46.0,48.0,51.0,46.0,42.0,26.0,38.0,45.0,50.0,42.0,39.0,53.0,52.0,42.0,50.0,25.0,41.0,42.0,36.0,25.0,40.0,20.0,51.0,26.0,28.0,40.0,43.0,32.0,42.0,41.0,19.0,55.0,35.0,31.0,40.0,25.0,35.0,43.0,52.0
9.0,10.0,11.0,10.0,10.0,11.0,12.0,13.0,14.0,15.0,17.0,18.0,12.0,14.0,16.0,17.0,14.0,19.0,20.0,0.0,15.0,17.0,17.0,15.0,15.0,14.0,18.0,14.0,21.0,17.0,16.0,19.0,18.0,8.0,18.0,18.0,18.0,18.0,16.0,17.0,18.0,25.0,20.0,17.0,20.0,24.0,8.0,20.0,5.0,22.0,16.0,17.0,20.0,22.0,7.0,18.0,18.0,19.0,23.0,21.0,9.0,20.0,20.0,21.0,23.0,21.0,24.0,8.0,12.0,19.0,7.0,4.0,20.0,23.0,11.0,21.0,25.0,19.0,8.0,22.0,20.0,21.0,23.0,24.0,18.0,22.0,22.0,23.0,28.0,27.0,24.0,27.0,22.0,12.0,24.0,30.0,25.0,24.0,31.0,22.0,28.0,25.0,26.0,20.0,26.0,24.0,27.0,24.0,25.0,27.0,23.0,23.0,29.0,20.0,21.0,13.0,22.0,8.0,21.0,26.0,28.0,25.0,23.0,23.0,32.0,21.0,30.0,26.0,28.0,29.0,27.0,25.0,32.0,21.0,28.0,26.0,29.0,26.0,27.0,28.0,20.0,16.0,23.0,28.0,24.0,26.0,36.0,26.0,14.0,29.0,27.0,30.0,37.0,27.0,14.0,28.0,33.0,29.0,33.0,14.0,19.0,27.0,27.0,28.0,27.0,16.0,27.0,35.0,28.0,33.0,27.0,28.0,31.0,18.0,28.0,35.0,31.0,28.0,29.0,38.0,34.0,31.0,18.0,33.0,28.0,34.0,31.0,34.0,38.0,19.0,28.0,28.0,33.0,34.0,27.0,34.0,37.0,29.0,31.0,27.0,31.0,20.0,37.0,31.0,37.0,20.0,37.0,24.0,36.0,32.0,31.0,27.0,38.0,33.0,34.0,33.0,33.0,31.0,26.0,25.0,38.0,41.0,31.0,32.0,29.0,29.0,40.0,37.0,26.0,31.0,34.0,37.0,32.0,37.0,36.0,30.0,38.0,32.0,21.0,29.0,33.0,36.0,29.0,21.0,43.0,20.0,33.0,33.0,31.0,40.0,25.0,29.0,38.0,33.0,38.0,36.0,38.0,22.0,27.0,35.0,28.0,39.0,34.0,36.0,32.0,33.0,50.0,32.0,27.0,49.0,35.0,40.0,39.0,37.0,39.0,29.0,44.0,31.0,48.0,42.0,38.0,38.0,36.0,42.0,46.0,38.0,35.0,50.0,34.0,38.0,47.0,38.0,23.0,39.0,19.0,36.0,23.0,31.0,48.0,36.0,40.0,36.0,43.0,30.0,42.0,23.0,31.0,52.0,31.0,29.0,38.0,36.0,31.0,39.0,47.0
